symbol,date,open,high,low,close,volume,adjusted
AAPL,2019-02-25,43.540000915527344,43.967498779296875,43.48749923706055,43.557498931884766,87493600,41.932762145996094
AAPL,2019-02-26,43.4275016784668,43.82500076293945,43.29249954223633,43.58250045776367,68280800,41.95682907104492
AAPL,2019-02-27,43.3025016784668,43.75,43.182498931884766,43.717498779296875,111341600,42.0867805480957
AAPL,2019-02-28,43.58000183105469,43.727500915527344,43.22999954223633,43.287498474121094,112861600,41.67282485961914
AAPL,2019-03-01,43.56999969482422,43.787498474121094,43.22249984741211,43.74250030517578,103544800,42.11085510253906
AAPL,2019-03-04,43.92250061035156,44.4375,43.49250030517578,43.962501525878906,109744800,42.32265090942383
AAPL,2019-03-05,43.98500061035156,44,43.6349983215332,43.88249969482422,78949600,42.245635986328125
AAPL,2019-03-06,43.66749954223633,43.872501373291016,43.48500061035156,43.630001068115234,83241600,42.002559661865234
AAPL,2019-03-07,43.467498779296875,43.61000061035156,43.005001068115234,43.125,99185600,41.51638412475586
AAPL,2019-03-08,42.58000183105469,43.26750183105469,42.375,43.227500915527344,95997600,41.61507034301758
AAPL,2019-03-11,43.872501373291016,44.779998779296875,43.837501525878906,44.724998474121094,128044000,43.056705474853516
AAPL,2019-03-12,45,45.66749954223633,44.842498779296875,45.227500915527344,129870400,43.54045867919922
AAPL,2019-03-13,45.5625,45.82500076293945,45.22999954223633,45.4275016784668,124130000,43.733001708984375
AAPL,2019-03-14,45.974998474121094,46.025001525878906,45.63999938964844,45.932498931884766,94318000,44.21916580200195
AAPL,2019-03-15,46.212501525878906,46.83250045776367,45.935001373291016,46.529998779296875,156171600,44.79436492919922
AAPL,2019-03-18,46.45000076293945,47.09749984741211,46.4474983215332,47.005001068115234,104879200,45.25165939331055
AAPL,2019-03-19,47.087501525878906,47.247501373291016,46.47999954223633,46.63249969482422,126585600,44.89305114746094
AAPL,2019-03-20,46.557498931884766,47.372501373291016,46.182498931884766,47.040000915527344,124140800,45.28535079956055
AAPL,2019-03-21,47.505001068115234,49.08250045776367,47.45249938964844,48.772499084472656,204136800,46.95322799682617
AAPL,2019-03-22,48.834999084472656,49.42250061035156,47.69499969482422,47.76250076293945,169630800,45.98089599609375
AAPL,2019-03-25,47.877498626708984,47.994998931884766,46.650001525878906,47.185001373291016,175381200,45.424949645996094
AAPL,2019-03-26,47.915000915527344,48.220001220703125,46.14500045776367,46.6974983215332,199202000,44.95563507080078
AAPL,2019-03-27,47.1875,47.439998626708984,46.63750076293945,47.11750030517578,119393600,45.35996627807617
AAPL,2019-03-28,47.23749923706055,47.38999938964844,46.88249969482422,47.18000030517578,83121600,45.42013168334961
AAPL,2019-03-29,47.45750045776367,47.52000045776367,47.1349983215332,47.48749923706055,94256000,45.71615219116211
AAPL,2019-04-01,47.90999984741211,47.91999816894531,47.095001220703125,47.810001373291016,111448000,46.026641845703125
AAPL,2019-04-02,47.772499084472656,48.6150016784668,47.76250076293945,48.505001068115234,91062800,46.695709228515625
AAPL,2019-04-03,48.3125,49.125,48.287498474121094,48.837501525878906,93087200,47.01580810546875
AAPL,2019-04-04,48.6974983215332,49.092498779296875,48.28499984741211,48.92250061035156,76457200,47.09763717651367
AAPL,2019-04-05,49.11249923706055,49.275001525878906,48.98249816894531,49.25,74106400,47.41291809082031
AAPL,2019-04-08,49.10499954223633,50.057498931884766,49.084999084472656,50.025001525878906,103526800,48.15901565551758
AAPL,2019-04-09,50.08000183105469,50.712501525878906,49.807498931884766,49.875,143072800,48.01461410522461
AAPL,2019-04-10,49.66999816894531,50.185001373291016,49.54499816894531,50.154998779296875,86781200,48.28416061401367
AAPL,2019-04-11,50.212501525878906,50.25,49.61000061035156,49.73749923706055,83603200,47.882232666015625
AAPL,2019-04-12,49.79999923706055,50.03499984741211,49.0525016784668,49.717498779296875,111042800,47.862979888916016
AAPL,2019-04-15,49.64500045776367,49.962501525878906,49.502498626708984,49.807498931884766,70146400,47.94962692260742
AAPL,2019-04-16,49.8650016784668,50.342498779296875,49.63999938964844,49.8125,102785600,47.95444107055664
AAPL,2019-04-17,49.8849983215332,50.845001220703125,49.65250015258789,50.782501220703125,115627200,48.88826370239258
AAPL,2019-04-18,50.779998779296875,51.037498474121094,50.630001068115234,50.96500015258789,96783200,49.06395721435547
AAPL,2019-04-22,50.70750045776367,51.23500061035156,50.584999084472656,51.13249969482422,77758000,49.225196838378906
AAPL,2019-04-23,51.10749816894531,51.9375,50.974998474121094,51.869998931884766,93292000,49.935184478759766
AAPL,2019-04-24,51.84000015258789,52.119998931884766,51.76250076293945,51.790000915527344,70162400,49.858177185058594
AAPL,2019-04-25,51.70750045776367,51.939998626708984,51.279998779296875,51.31999969482422,74172800,49.405704498291016
AAPL,2019-04-26,51.224998474121094,51.25,50.529998779296875,51.07500076293945,74596400,49.16984176635742
AAPL,2019-04-29,51.099998474121094,51.49250030517578,50.96500015258789,51.15250015258789,88818800,49.24445343017578
AAPL,2019-04-30,50.76499938964844,50.849998474121094,49.77750015258789,50.16749954223633,186139600,48.29619598388672
AAPL,2019-05-01,52.470001220703125,53.82749938964844,52.307498931884766,52.630001068115234,259309200,50.66683578491211
AAPL,2019-05-02,52.459999084472656,53.162498474121094,52.032501220703125,52.287498474121094,127985200,50.33712387084961
AAPL,2019-05-03,52.72249984741211,52.959999084472656,52.557498931884766,52.9375,83569600,50.96287155151367
AAPL,2019-05-06,51.0724983215332,52.209999084472656,50.875,52.119998931884766,129772400,50.17586135864258
AAPL,2019-05-07,51.470001220703125,51.85499954223633,50.20750045776367,50.71500015258789,155054800,48.823272705078125
AAPL,2019-05-08,50.474998474121094,51.334999084472656,50.4375,50.724998474121094,105358000,48.83290100097656
AAPL,2019-05-09,50.099998474121094,50.41999816894531,49.165000915527344,50.18000030517578,139634400,48.30823516845703
AAPL,2019-05-10,49.35499954223633,49.712501525878906,48.192501068115234,49.29499816894531,164834800,47.63899230957031
AAPL,2019-05-13,46.9275016784668,47.369998931884766,45.712501525878906,46.43000030517578,229722400,44.870243072509766
AAPL,2019-05-14,46.602500915527344,47.42499923706055,46.352500915527344,47.165000915527344,146118800,45.580543518066406
AAPL,2019-05-15,46.567501068115234,47.9375,46.505001068115234,47.72999954223633,106178800,46.12657165527344
AAPL,2019-05-16,47.477500915527344,48.11750030517578,47.209999084472656,47.52000045776367,132125600,45.92362594604492
AAPL,2019-05-17,46.73249816894531,47.724998474121094,46.689998626708984,47.25,131516400,45.662689208984375
AAPL,2019-05-20,45.880001068115234,46.087501525878906,45.06999969482422,45.772499084472656,154449200,44.23482131958008
AAPL,2019-05-21,46.30500030517578,47,46.17499923706055,46.650001525878906,113459200,45.082855224609375
AAPL,2019-05-22,46.165000915527344,46.4275016784668,45.63750076293945,45.69499969482422,118994400,44.15992736816406
AAPL,2019-05-23,44.95000076293945,45.1349983215332,44.45249938964844,44.915000915527344,146118800,43.4061279296875
AAPL,2019-05-24,45.04999923706055,45.53499984741211,44.654998779296875,44.74250030517578,94858800,43.23943328857422
AAPL,2019-05-28,44.72999954223633,45.147499084472656,44.477500915527344,44.557498931884766,111792800,43.06064224243164
AAPL,2019-05-29,44.10499954223633,44.837501525878906,44,44.345001220703125,113924800,42.85529327392578
AAPL,2019-05-30,44.48749923706055,44.807498931884766,44.16749954223633,44.57500076293945,84873600,43.07756042480469
AAPL,2019-05-31,44.057498931884766,44.497501373291016,43.747501373291016,43.76750183105469,108174400,42.29718780517578
AAPL,2019-06-03,43.900001525878906,44.47999954223633,42.567501068115234,43.32500076293945,161584400,41.86955261230469
AAPL,2019-06-04,43.86000061035156,44.95750045776367,43.630001068115234,44.90999984741211,123872000,43.40129852294922
AAPL,2019-06-05,46.06999969482422,46.247501373291016,45.28499984741211,45.6349983215332,119093600,44.1019401550293
AAPL,2019-06-06,45.77000045776367,46.36750030517578,45.537498474121094,46.30500030517578,90105200,44.74944305419922
AAPL,2019-06-07,46.627498626708984,47.97999954223633,46.442501068115234,47.537498474121094,122737600,45.94053268432617
AAPL,2019-06-10,47.95249938964844,48.842498779296875,47.904998779296875,48.14500045776367,104883600,46.527626037597656
AAPL,2019-06-11,48.71500015258789,49,48.400001525878906,48.70249938964844,107731600,47.066402435302734
AAPL,2019-06-12,48.48749923706055,48.99250030517578,48.34749984741211,48.54750061035156,73012800,46.91659927368164
AAPL,2019-06-13,48.67499923706055,49.1974983215332,48.400001525878906,48.537498474121094,86698400,46.90693664550781
AAPL,2019-06-14,47.88750076293945,48.397499084472656,47.57500076293945,48.185001373291016,75046000,46.566280364990234
AAPL,2019-06-17,48.224998474121094,48.7400016784668,48.04249954223633,48.47249984741211,58676400,46.84413146972656
AAPL,2019-06-18,49.01250076293945,50.0724983215332,48.8025016784668,49.61249923706055,106204000,47.945823669433594
AAPL,2019-06-19,49.91999816894531,49.970001220703125,49.32749938964844,49.467498779296875,84496800,47.805694580078125
AAPL,2019-06-20,50.092498779296875,50.15250015258789,49.50749969482422,49.8650016784668,86056000,48.18984603881836
AAPL,2019-06-21,49.70000076293945,50.212501525878906,49.537498474121094,49.69499969482422,191202400,48.02555465698242
AAPL,2019-06-24,49.6349983215332,50.040000915527344,49.54249954223633,49.64500045776367,72881600,47.97723388671875
AAPL,2019-06-25,49.60749816894531,49.814998626708984,48.8224983215332,48.89250183105469,84281200,47.25001907348633
AAPL,2019-06-26,49.442501068115234,50.247501373291016,49.337501525878906,49.95000076293945,104270000,48.271995544433594
AAPL,2019-06-27,50.0724983215332,50.39250183105469,49.89250183105469,49.935001373291016,83598800,48.25749588012695
AAPL,2019-06-28,49.66999816894531,49.875,49.26250076293945,49.47999954223633,124442400,47.817787170410156
AAPL,2019-07-01,50.79249954223633,51.122501373291016,50.162498474121094,50.38750076293945,109012000,48.694793701171875
AAPL,2019-07-02,50.352500915527344,50.782501220703125,50.34000015258789,50.682498931884766,67740800,48.97987365722656
AAPL,2019-07-03,50.81999969482422,51.11000061035156,50.67250061035156,51.102500915527344,45448000,49.385765075683594
AAPL,2019-07-05,50.837501525878906,51.27000045776367,50.724998474121094,51.057498931884766,69062000,49.342288970947266
AAPL,2019-07-08,50.20249938964844,50.349998474121094,49.602500915527344,50.005001068115234,101354400,48.32514190673828
AAPL,2019-07-09,49.79999923706055,50.377498626708984,49.70249938964844,50.310001373291016,82312000,48.619895935058594
AAPL,2019-07-10,50.462501525878906,50.932498931884766,50.38999938964844,50.807498931884766,71588400,49.100677490234375
AAPL,2019-07-11,50.82749938964844,51.09749984741211,50.4275016784668,50.4375,80767200,48.74311065673828
AAPL,2019-07-12,50.61249923706055,51,50.54999923706055,50.82500076293945,70380800,49.11760330200195
AAPL,2019-07-15,51.022499084472656,51.467498779296875,51,51.3025016784668,67789600,49.57905960083008
AAPL,2019-07-16,51.147499084472656,51.52750015258789,50.875,51.125,67467200,49.40751647949219
AAPL,2019-07-17,51.01250076293945,51.272499084472656,50.817501068115234,50.837501525878906,56430000,49.129676818847656
AAPL,2019-07-18,51,51.470001220703125,50.92499923706055,51.415000915527344,74162400,49.68777084350586
AAPL,2019-07-19,51.4474983215332,51.625,50.59000015258789,50.647499084472656,83717200,48.946067810058594
AAPL,2019-07-22,50.912498474121094,51.807498931884766,50.90250015258789,51.80500030517578,89111600,50.06467819213867
AAPL,2019-07-23,52.1150016784668,52.227500915527344,51.8224983215332,52.209999084472656,73420800,50.4560661315918
AAPL,2019-07-24,51.91749954223633,52.287498474121094,51.79249954223633,52.16749954223633,59966400,50.41499328613281
AAPL,2019-07-25,52.22249984741211,52.310001373291016,51.682498931884766,51.755001068115234,55638400,50.016353607177734
AAPL,2019-07-26,51.869998931884766,52.432498931884766,51.78499984741211,51.935001373291016,70475600,50.1903076171875
AAPL,2019-07-29,52.1150016784668,52.65999984741211,52.11000061035156,52.41999816894531,86693600,50.65901184082031
AAPL,2019-07-30,52.189998626708984,52.540000915527344,51.82749938964844,52.19499969482422,135742800,50.44158172607422
AAPL,2019-07-31,54.10499954223633,55.342498779296875,52.82500076293945,53.2599983215332,277125600,51.470794677734375
AAPL,2019-08-01,53.474998474121094,54.50749969482422,51.685001373291016,52.10749816894531,216071600,50.35701370239258
AAPL,2019-08-02,51.38249969482422,51.60749816894531,50.407501220703125,51.005001068115234,163448400,49.29154968261719
AAPL,2019-08-05,49.497501373291016,49.662498474121094,48.14500045776367,48.334999084472656,209572000,46.711238861083984
AAPL,2019-08-06,49.07749938964844,49.51750183105469,48.5099983215332,49.25,143299200,47.59550094604492
AAPL,2019-08-07,48.852500915527344,49.88999938964844,48.45500183105469,49.7599983215332,133457600,48.08837127685547
AAPL,2019-08-08,50.04999923706055,50.88249969482422,49.84749984741211,50.85749816894531,108038000,49.14900588989258
AAPL,2019-08-09,50.32500076293945,50.689998626708984,49.8224983215332,50.247501373291016,98478800,48.74399185180664
AAPL,2019-08-12,49.904998779296875,50.51250076293945,49.787498474121094,50.119998931884766,89927600,48.620304107666016
AAPL,2019-08-13,50.255001068115234,53.03499984741211,50.119998931884766,52.24250030517578,188874000,50.67930603027344
AAPL,2019-08-14,50.790000915527344,51.61000061035156,50.647499084472656,50.6875,146189600,49.17082977294922
AAPL,2019-08-15,50.8650016784668,51.28499984741211,49.91749954223633,50.435001373291016,108909600,48.92588806152344
AAPL,2019-08-16,51.06999969482422,51.790000915527344,50.959999084472656,51.625,110481600,50.08028030395508
AAPL,2019-08-19,52.654998779296875,53.182498931884766,52.50749969482422,52.587501525878906,97654400,51.01397705078125
AAPL,2019-08-20,52.720001220703125,53.337501525878906,52.58000183105469,52.59000015258789,107537200,51.01640319824219
AAPL,2019-08-21,53.247501373291016,53.412498474121094,52.900001525878906,53.15999984741211,86141600,51.5693473815918
AAPL,2019-08-22,53.29750061035156,53.61000061035156,52.6875,53.1150016784668,89014800,51.52570724487305
AAPL,2019-08-23,52.35749816894531,53.01250076293945,50.25,50.65999984741211,187272000,49.14414978027344
AAPL,2019-08-26,51.46500015258789,51.79750061035156,51.26499938964844,51.622501373291016,104174400,50.077857971191406
AAPL,2019-08-27,51.96500015258789,52.13750076293945,50.88249969482422,51.040000915527344,103493200,49.512786865234375
AAPL,2019-08-28,51.025001525878906,51.43000030517578,50.83000183105469,51.38249969482422,63755200,49.845035552978516
AAPL,2019-08-29,52.125,52.33000183105469,51.665000915527344,52.252498626708984,83962000,50.68899917602539
AAPL,2019-08-30,52.540000915527344,52.61249923706055,51.79999923706055,52.185001373291016,84573600,50.62351989746094
AAPL,2019-09-03,51.60749816894531,51.744998931884766,51.05500030517578,51.42499923706055,80092000,49.886260986328125
AAPL,2019-09-04,52.09749984741211,52.369998931884766,51.83000183105469,52.29750061035156,76752400,50.73264694213867
AAPL,2019-09-05,53,53.49250030517578,52.877498626708984,53.31999969482422,95654800,51.724571228027344
AAPL,2019-09-06,53.51250076293945,53.60499954223633,53.127498626708984,53.314998626708984,77449200,51.71971130371094
AAPL,2019-09-09,53.709999084472656,54.11000061035156,52.76750183105469,53.54249954223633,109237600,51.940399169921875
AAPL,2019-09-10,53.46500015258789,54.19499969482422,52.9275016784668,54.17499923706055,127111600,52.55397415161133
AAPL,2019-09-11,54.51750183105469,55.9275016784668,54.432498931884766,55.897499084472656,177158400,54.22492599487305
AAPL,2019-09-12,56.20000076293945,56.60499954223633,55.71500015258789,55.772499084472656,128906800,54.10368347167969
AAPL,2019-09-13,55,55.1974983215332,54.255001068115234,54.6875,159053200,53.05113983154297
AAPL,2019-09-16,54.432498931884766,55.032501220703125,54.38999938964844,54.974998474121094,84632400,53.33003616333008
AAPL,2019-09-17,54.9900016784668,55.20500183105469,54.779998779296875,55.17499923706055,73274800,53.5240592956543
AAPL,2019-09-18,55.26499938964844,55.712501525878906,54.86000061035156,55.692501068115234,101360000,54.02607727050781
AAPL,2019-09-19,55.502498626708984,55.939998626708984,55.092498779296875,55.2400016784668,88242400,53.58710479736328
AAPL,2019-09-20,55.345001220703125,55.63999938964844,54.36750030517578,54.432498931884766,221652400,52.80377197265625
AAPL,2019-09-23,54.73749923706055,54.959999084472656,54.412498474121094,54.68000030517578,76662000,53.04387664794922
AAPL,2019-09-24,55.25749969482422,55.622501373291016,54.29750061035156,54.41999816894531,124763200,52.79164505004883
AAPL,2019-09-25,54.63750076293945,55.375,54.28499984741211,55.25749969482422,87613600,53.604087829589844
AAPL,2019-09-26,55,55.23500061035156,54.70750045776367,54.97249984741211,75334000,53.327613830566406
AAPL,2019-09-27,55.1349983215332,55.2400016784668,54.31999969482422,54.70500183105469,101408000,53.068119049072266
AAPL,2019-09-30,55.224998474121094,56.14500045776367,55.1974983215332,55.99250030517578,103909600,54.31710433959961
AAPL,2019-10-01,56.26750183105469,57.05500030517578,56.04999923706055,56.147499084472656,139223200,54.467445373535156
AAPL,2019-10-02,55.76499938964844,55.89500045776367,54.48249816894531,54.7400016784668,138449200,53.102081298828125
AAPL,2019-10-03,54.60749816894531,55.2400016784668,53.782501220703125,55.20500183105469,114426000,53.55315399169922
AAPL,2019-10-04,56.40999984741211,56.872501373291016,55.97249984741211,56.752498626708984,138478800,55.05435562133789
AAPL,2019-10-07,56.567501068115234,57.48249816894531,56.459999084472656,56.76499938964844,122306000,55.06647872924805
AAPL,2019-10-08,56.45500183105469,57.01499938964844,56.08250045776367,56.099998474121094,111820000,54.4213752746582
AAPL,2019-10-09,56.75749969482422,56.9474983215332,56.40999984741211,56.75749969482422,74770400,55.0592041015625
AAPL,2019-10-10,56.98249816894531,57.61000061035156,56.82500076293945,57.522499084472656,113013600,55.80131149291992
AAPL,2019-10-11,58.23749923706055,59.40999984741211,58.07749938964844,59.0525016784668,166795600,57.28553009033203
AAPL,2019-10-14,58.724998474121094,59.532501220703125,58.66749954223633,58.967498779296875,96427600,57.20307540893555
AAPL,2019-10-15,59.09749984741211,59.412498474121094,58.720001220703125,58.83000183105469,87360000,57.06968688964844
AAPL,2019-10-16,58.342498779296875,58.810001373291016,58.29999923706055,58.592498779296875,73903200,56.839298248291016
AAPL,2019-10-17,58.772499084472656,59.037498474121094,58.380001068115234,58.81999969482422,67585200,57.05998992919922
AAPL,2019-10-18,58.647499084472656,59.39500045776367,58.5724983215332,59.102500915527344,97433600,57.33403396606445
AAPL,2019-10-21,59.380001068115234,60.247501373291016,59.33000183105469,60.127498626708984,87247200,58.328365325927734
AAPL,2019-10-22,60.290000915527344,60.54999923706055,59.904998779296875,59.9900016784668,82293600,58.19499206542969
AAPL,2019-10-23,60.525001525878906,60.810001373291016,60.30500030517578,60.79499816894531,75828800,58.97589111328125
AAPL,2019-10-24,61.127498626708984,61.20000076293945,60.45249938964844,60.89500045776367,69275200,59.072898864746094
AAPL,2019-10-25,60.790000915527344,61.682498931884766,60.720001220703125,61.64500045776367,73477200,59.80045700073242
AAPL,2019-10-28,61.85499954223633,62.3125,61.68000030517578,62.26250076293945,96572800,60.39948272705078
AAPL,2019-10-29,62.24250030517578,62.4375,60.64250183105469,60.8224983215332,142839600,59.00257110595703
AAPL,2019-10-30,61.189998626708984,61.32500076293945,60.3025016784668,60.814998626708984,124522000,58.995304107666016
AAPL,2019-10-31,61.810001373291016,62.29249954223633,59.314998626708984,62.189998626708984,139162000,60.32915115356445
AAPL,2019-11-01,62.3849983215332,63.98249816894531,62.290000915527344,63.95500183105469,151125200,62.041343688964844
AAPL,2019-11-04,64.3324966430664,64.4625015258789,63.845001220703125,64.375,103272000,62.44877624511719
AAPL,2019-11-05,64.26249694824219,64.54750061035156,64.08000183105469,64.282501220703125,79897600,62.359046936035156
AAPL,2019-11-06,64.19249725341797,64.37249755859375,63.842498779296875,64.30999755859375,75864400,62.3857307434082
AAPL,2019-11-07,64.68499755859375,65.0875015258789,64.527496337890625,64.85749816894531,94940400,63.1057243347168
AAPL,2019-11-08,64.67250061035156,65.11000061035156,64.2125015258789,65.035003662109375,69986400,63.2784423828125
AAPL,2019-11-11,64.57499694824219,65.61750030517578,64.56999969482422,65.55000305175781,81821200,63.779518127441406
AAPL,2019-11-12,65.38749694824219,65.69750213623047,65.2300033569336,65.48999786376953,87388800,63.72113800048828
AAPL,2019-11-13,65.282501220703125,66.19499969482422,65.26750183105469,66.11750030517578,102734400,64.33170318603516
AAPL,2019-11-14,65.9375,66.220001220703125,65.5250015258789,65.660003662109375,89182800,63.886573791503906
AAPL,2019-11-15,65.91999816894531,66.44499969482422,65.75250244140625,66.44000244140625,100206400,64.64550018310547
AAPL,2019-11-18,66.44999694824219,66.85749816894531,66.05750274658203,66.7750015258789,86703200,64.97144317626953
AAPL,2019-11-19,66.9749984741211,67,66.347503662109375,66.57250213623047,76167200,64.77442169189453
AAPL,2019-11-20,66.38500213623047,66.5199966430664,65.0999984741211,65.79750061035156,106234400,64.02034759521484
AAPL,2019-11-21,65.92250061035156,66.00250244140625,65.29499816894531,65.50250244140625,121395200,63.733299255371094
AAPL,2019-11-22,65.64749908447266,65.79499816894531,65.20999908447266,65.44499969482422,65325200,63.6773567199707
AAPL,2019-11-25,65.67749786376953,66.61000061035156,65.62999725341797,66.592498779296875,84020400,64.7938461303711
AAPL,2019-11-26,66.73500061035156,66.79000091552734,65.625,66.07250213623047,105207600,64.28791809082031
AAPL,2019-11-27,66.3949966430664,66.99500274658203,66.32749938964844,66.95999908447266,65235600,65.15145111083984
AAPL,2019-11-29,66.6500015258789,67,66.4749984741211,66.8125,46617600,65.0079345703125
AAPL,2019-12-02,66.81749725341797,67.0625,65.86250305175781,66.04000091552734,94487200,64.25629425048828
AAPL,2019-12-03,64.57749938964844,64.88249969482422,64.07250213623047,64.86250305175781,114430400,63.110599517822266
AAPL,2019-12-04,65.26750183105469,65.82749938964844,65.16999816894531,65.43499755859375,67181600,63.66762924194336
AAPL,2019-12-05,65.94750213623047,66.472503662109375,65.68250274658203,66.3949966430664,74424400,64.60169219970703
AAPL,2019-12-06,66.87000274658203,67.75,66.82499694824219,67.67749786376953,106075600,65.84956359863281
AAPL,2019-12-09,67.5,67.69999694824219,66.22750091552734,66.7300033569336,128042400,64.92766571044922
AAPL,2019-12-10,67.1500015258789,67.51750183105469,66.464996337890625,67.12000274658203,90420400,65.30712127685547
AAPL,2019-12-11,67.20249938964844,67.7750015258789,67.125,67.69249725341797,78756800,65.86415100097656
AAPL,2019-12-12,66.94499969482422,68.13999938964844,66.83000183105469,67.86499786376953,137310400,66.031982421875
AAPL,2019-12-13,67.86499786376953,68.82499694824219,67.73249816894531,68.7874984741211,133587600,66.92957305908203
AAPL,2019-12-16,69.25,70.19750213623047,69.24500274658203,69.964996337890625,128186000,68.07527923583984
AAPL,2019-12-17,69.89250183105469,70.44249725341797,69.69999694824219,70.10250091552734,114158400,68.20906066894531
AAPL,2019-12-18,69.94999694824219,70.4749984741211,69.779998779296875,69.93499755859375,116028400,68.04610443115234
AAPL,2019-12-19,69.875,70.29499816894531,69.73750305175781,70.00499725341797,98369200,68.11418914794922
AAPL,2019-12-20,70.55750274658203,70.6624984741211,69.63999938964844,69.86000061035156,275978000,67.973114013671875
AAPL,2019-12-23,70.13249969482422,71.0625,70.092498779296875,71,98572000,69.08233642578125
AAPL,2019-12-24,71.17250061035156,71.222503662109375,70.7300033569336,71.06749725341797,48478800,69.14798736572266
AAPL,2019-12-26,71.20500183105469,72.49500274658203,71.17500305175781,72.47750091552734,93121200,70.51991271972656
AAPL,2019-12-27,72.779998779296875,73.49250030517578,72.029998779296875,72.44999694824219,146266000,70.49314880371094
AAPL,2019-12-30,72.36499786376953,73.17250061035156,71.30500030517578,72.87999725341797,144114400,70.91154479980469
AAPL,2019-12-31,72.48249816894531,73.41999816894531,72.37999725341797,73.4124984741211,100805600,71.4296646118164
AAPL,2020-01-02,74.05999755859375,75.1500015258789,73.79750061035156,75.0875015258789,135480400,73.059417724609375
AAPL,2020-01-03,74.2874984741211,75.1449966430664,74.125,74.35749816894531,146322800,72.34913635253906
